Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 02/05  08:00:00,0.0,135875509.7924415,26284081.875110786,146054728.47449982,26255660.79963592,5987799.176932977,251060464.18727472,251060464.18727574,417851533.7318276 
 02/05  09:00:00,0.0,96958580.90348993,16975375.727318894,147728760.107006,22343433.505162746,5987799.176932977,226054893.8254585,226054893.82545948,373808158.39570737 
 02/05  10:00:00,143017.65837169206,67721103.66149318,14315745.365802372,138368971.73951268,19580914.794692725,5987799.176932977,201550513.83961982,201550513.83962086,325224122.9714163 
 02/05  11:00:00,6299254.145804644,3971036.299580013,14315745.365802372,127005275.00452524,19977896.02203236,5987799.176932977,191828953.31649432,191828953.31649533,224031151.92735714 
 02/05  12:00:00,22295787.913709447,0.0,14315745.365802372,128679306.63703147,22410987.368067693,5987799.176932977,205397153.71335924,205397153.7133602,175814793.67488796 
 02/05  13:00:00,34714929.8861916,0.0,14315745.365802372,127005275.00452524,25245987.652896892,5987799.176932977,215273426.0480334,215273426.04803437,151895848.36519077 
 02/05  14:00:00,30604584.693282083,0.0,14315745.365802372,121983180.10700601,25529426.275042005,5987799.176932977,212421352.45196784,212421352.45196885,141501685.18643126 
 02/05  15:00:00,20624773.704730183,0.0,14315745.365802372,120309148.4744998,24179177.333770614,5987799.176932977,205606976.26667148,205606976.26667243,111415795.51079783 
 02/05  16:00:00,18881654.5797548,0.0,18305191.025593143,125331243.3720189,22439571.345748145,5987799.176932977,206706398.80332866,206706398.80332965,141414636.13595736 
 02/05  17:00:00,11351589.858527929,0.0,27613896.938352972,160131382.9620943,19838329.128607914,5987799.176932977,239259750.1869406,239259750.18694165,145335807.20410848 
 02/05  18:00:00,3471017.448638131,0.0,35592787.787870474,204645835.6122203,18203247.47906446,5987799.176932977,305263325.7062684,305263325.7062695,217902724.1764721 
 02/05  19:00:00,4091086.223991068,0.0,44901493.93566237,204645835.6122203,17333852.563218236,5987799.176932977,317088864.0400686,317088864.0400691,263952164.6370378 
 02/05  20:00:00,5088692.84166275,0.0,51550569.72193773,185571734.18467608,16777262.610179365,5987799.176932977,301537025.76507396,301537025.76507497,226727507.2866981 
 02/05  21:00:00,3704648.6182796415,0.0,51550569.72193773,178875607.65465096,16657213.587273218,5987799.176932977,294103530.6796782,294103530.67967916,220164035.13280886 
 02/05  22:00:00,567101.018158781,0.0,38252418.149386905,164823601.124626,17751333.871537797,5987799.176932977,271790738.8806108,271790738.8806118,178426097.2513997 
 02/05  23:00:00,0.0,0.0,24954266.576836366,134031278.26953766,19992454.015033625,5987799.176932977,237320597.40135336,237320597.40135437,144450646.6519738 
 02/05  24:00:00,0.0,85840373.75854284,15645560.66407668,104912987.04695597,21597236.576742794,5987799.176932977,205292037.0619411,205292037.06194204,167460897.10349387 
 02/06  01:00:00,0.0,103854575.71327242,11656115.239317864,79472635.82437395,23147183.745074235,5987799.176932977,182472942.87848878,182472942.8784897,133259159.71327242 
 02/06  02:00:00,0.0,118751016.28145003,11656115.239317864,72776509.29434878,24617486.309940662,5987799.176932977,182234173.72793072,182234173.72793168,148155600.28145003 
 02/06  03:00:00,0.0,128765520.57446997,11656115.239317864,69428446.02933633,25614849.636704806,5987799.176932977,183311675.8209916,183311675.8209926,158170104.57446998 
 02/06  04:00:00,0.0,146757963.04454082,11656115.239317864,67754414.39683005,27439921.689637803,5987799.176932977,189587038.068927,189587038.068928,176162547.04454082 
 02/06  05:00:00,0.0,147272735.71738726,16975375.727318894,71432354.39683005,27437026.624062825,5987799.176932977,198647758.47431284,198647758.4743138,176677319.71738726 
 02/06  06:00:00,0.0,155206452.04284367,26284081.875110786,87158392.55936149,28318464.05642614,5987799.176932977,227696639.02158993,227696639.02159092,184611036.04284367 
 02/06  07:00:00,0.0,132688121.85320823,27613896.938352972,120284500.51693058,26006245.32872771,5987799.176932977,252368207.89598563,252368207.89598668,375065737.685265 
 02/06  08:00:00,0.0,102643484.23395936,26284081.875110786,146293383.9335011,23025691.63120497,5987799.176932977,237067138.41458905,237067138.41459006,406782788.6595106 
 02/06  09:00:00,0.0,85804290.60613935,18466671.234855436,149227177.34515285,21311301.896897294,5987799.176932977,224599334.1420428,224599334.14204377,367215927.00233436 
 02/06  10:00:00,0.0,66625915.890907265,15807040.873338813,139867388.97765952,19421997.329978038,5987799.176932977,203998912.848861,203998912.84886208,300199965.9488257 
 02/06  11:00:00,617135.1181615865,24331446.743703455,15807040.873338813,128503692.2426721,16889832.36672332,5987799.176932977,180817968.58326647,180817968.58326742,245469597.2933954 
 02/06  12:00:00,8735592.92473616,0.0,15807040.873338813,130177723.87517832,17597760.999038283,5987799.176932977,185520311.26934806,185520311.26934898,178438652.11027348 
 02/06  13:00:00,12607511.205726909,0.0,15590730.651414875,128385990.86668785,16821822.90570613,5987799.176932977,184057544.1661346,184057544.16613555,144488260.21907955 
 02/06  14:00:00,22510723.054076,0.0,15807040.873338813,123481597.34515285,20420373.35302272,5987799.176932977,191865413.3227446,191865413.3227456,141538055.1721408 
 02/06  15:00:00,20240012.048674665,0.0,15807040.873338813,121807565.71264665,18729738.8412523,5987799.176932977,186136038.39444357,186136038.39444453,138761296.1115562 
 02/06  16:00:00,15546863.04875274,0.0,19796486.53312959,126829660.61016576,18392003.19384295,5987799.176932977,190291524.42752665,190291524.42752776,113417065.31756875 
 02/06  17:00:00,6692979.892356796,0.0,29105192.44588942,161629800.20024115,16363581.032061985,5987799.176932977,225560183.88264465,225560183.88264564,174263806.43020612 
 02/06  18:00:00,2883119.9451006977,0.0,35592787.787870474,204884491.0712216,16028872.586889576,5987799.176932977,294800024.6117619,294800024.6117628,218114517.72253487 
 02/06  19:00:00,1571930.5285311157,0.0,44901493.93566237,204645835.6122203,16112840.200828562,5987799.176932977,311015818.6211742,311015818.62117517,230548051.78606832 
 02/06  20:00:00,996935.9525435346,0.0,51550569.72193773,185571734.18467608,16072556.507333983,5987799.176932977,298041411.8742217,298041411.87422276,252592401.4671484 
 02/06  21:00:00,788570.2893228726,0.0,51550569.72193773,178875607.65465096,16022306.468556734,5987799.176932977,290940223.6131596,290940223.6131606,210889437.30762544 
 02/06  22:00:00,45578.1386372081,0.0,38252418.149386905,164823601.124626,16863655.691329937,5987799.176932977,267383785.71049213,267383785.71049315,175582313.2418794 
 02/06  23:00:00,0.0,0.0,24954266.576836366,134031278.26953766,18277435.825719893,5987799.176932977,229261450.1539928,229261450.15399384,161838290.1015938 
 02/06  24:00:00,0.0,44545822.68245286,15645560.66407668,104912987.04695597,19040275.248829592,5987799.176932977,193665339.2072648,193665339.20726576,125961989.82012711 
 02/07  01:00:00,0.0,80256850.69613937,11656115.239317864,79472635.82437395,20793155.000063278,5987799.176932977,171942631.35928184,171942631.3592828,109661434.69613937 
 02/07  02:00:00,0.0,119839489.86463732,11656115.239317864,72776509.29434878,24823557.184270717,5987799.176932977,183207635.0811137,183207635.0811147,149244073.86463732 
 02/07  03:00:00,0.0,147214901.81451637,11656115.239317864,69428446.02933633,27477483.7496319,5987799.176932977,191443703.77224374,191443703.77224478,176619485.81451637 
 02/07  04:00:00,0.0,163317805.11223054,11656115.239317864,67754414.39683005,29069614.178605687,5987799.176932977,196790480.06144458,196790480.06144568,192722389.11223054 
 02/07  05:00:00,0.0,159824518.19095558,16975375.727318894,71432354.39683005,28708198.79578522,5987799.176932977,204354619.39712977,204354619.3971308,189229102.19095558 
 02/07  06:00:00,0.0,169619835.61784455,26284081.875110786,87158392.55936149,29761267.154987007,5987799.176932977,234073438.22004515,234073438.22004616,199024419.61784455 
 02/07  07:00:00,0.0,152600707.5325759,27613896.938352972,120284500.51693058,27995684.184371457,5987799.176932977,261157366.68424886,261157366.68424988,390920794.1556566 
 02/07  08:00:00,0.0,110164623.81202957,26284081.875110786,146293383.9335011,23718356.90826442,5987799.176932977,240103410.31173223,240103410.31173325,393581103.42632264 
 02/07  09:00:00,0.0,115630891.53437239,18466671.234855436,149227177.34515285,24319124.883362312,5987799.176932977,237966059.29383653,237966059.2938375,397120241.6610021 
 02/07  10:00:00,0.0,140171816.64933157,15807040.873338813,139867388.97765952,26795834.742088217,5987799.176932977,237102773.09945083,237102773.0994519,396752782.0388955 
 02/07  11:00:00,0.0,142071735.94070223,15807040.873338813,128503692.2426721,26959416.101823814,5987799.176932977,226611169.64013472,226611169.64013582,363189143.92532146 
 02/07  12:00:00,0.0,131304438.1175322,15807040.873338813,130177723.87517832,25873859.86855244,5987799.176932977,223528410.3536005,223528410.3536015,309757731.7320638 
 02/07  13:00:00,0.0,76119104.86112246,15590730.651414875,128385990.86668785,19274515.00547836,5987799.176932977,195122741.69331768,195122741.69331864,220570461.2414996 
 02/07  14:00:00,0.0,75801663.87175034,15807040.873338813,123481597.34515285,20344753.437362824,5987799.176932977,191661309.22450292,191661309.22450382,217331536.64319837 
 02/07  15:00:00,0.0,96388294.76809344,15807040.873338813,121807565.71264665,21403930.621666647,5987799.176932977,198367503.81525624,198367503.81525713,207826167.89100626 
 02/07  16:00:00,0.0,95981285.372757,19796486.53312959,126829660.61016576,22417912.76682216,5987799.176932977,208626395.09956184,208626395.09956282,237420233.32658315 
 02/07  17:00:00,0.0,95832430.45009044,29105192.44588942,161629800.20024115,22338342.14747883,5987799.176932977,252758099.36225665,252758099.3622576,270197945.4706581 
 02/07  18:00:00,0.0,84515437.548566,35592787.787870474,204884491.0712216,21232390.29600123,5987799.176932977,318476065.4843813,318476065.48438233,280924726.1646418 
 02/07  19:00:00,0.0,83473190.40663286,44901493.93566237,204645835.6122203,21089796.68857514,5987799.176932977,333580079.1634896,333580079.1634887,337077969.33711725 
 02/07  20:00:00,0.0,92874372.86717132,51550569.72193773,185571734.18467608,22065872.01836079,5987799.176932977,325216309.14907664,325216309.1490778,319671429.8397323 
 02/07  21:00:00,0.0,85332357.945776,51550569.72193773,178875607.65465096,21263820.28329208,5987799.176932977,314717918.4373032,314717918.4373042,305582593.6885254 
 02/07  22:00:00,0.0,88498832.76999171,38252418.149386905,164823601.124626,21639287.398111746,5987799.176932977,288943089.594851,288943089.5948521,267028660.0459183 
 02/07  23:00:00,0.0,106073389.111604,24954266.576836366,134031278.26953766,23421333.372069582,5987799.176932977,252698233.9214685,252698233.9214695,279305755.60339195 
 02/07  24:00:00,0.0,81500507.84621872,15645560.66407668,104912987.04695597,20903747.68173491,5987799.176932977,202574923.40244314,202574923.4024441,162996231.129416 
 02/08  01:00:00,0.0,98004314.1150735,11656115.239317864,79472635.82437395,22706237.82185649,5987799.176932977,181119368.80987823,181119368.80987927,127408898.1150735 
 02/08  02:00:00,0.0,111797801.95071091,11656115.239317864,72776509.29434878,24020251.232940137,5987799.176932977,180414548.4817516,180414548.48175254,141202385.95071092 
 02/08  03:00:00,0.0,111127611.3074237,11656115.239317864,69428446.02933633,23958613.062931005,5987799.176932977,176782214.00808305,176782214.00808406,140532195.3074237 
 02/08  04:00:00,0.0,115227819.95466988,11656115.239317864,67754414.39683005,24377237.936090555,5987799.176932977,176975440.82290888,176975440.82290986,144632403.9546699 
 02/08  05:00:00,0.0,115856566.47092128,16975375.727318894,71432354.39683005,24435899.776120376,5987799.176932977,186246521.508252,186246521.50825292,145261150.47092128 
 02/08  06:00:00,0.0,184173829.36671218,26284081.875110786,87158392.55936149,31269063.273248345,5987799.176932977,240998856.10109037,240998856.10109136,213578413.36671218 
 02/08  07:00:00,0.0,282398226.7040226,27613896.938352972,120284500.51693058,40269565.52127366,5987799.176932977,313442632.7271111,313442632.7271121,520730852.76283574 
 02/08  08:00:00,0.0,276651248.7743571,26284081.875110786,146293383.9335011,39520118.24503918,5987799.176932977,308466848.17467487,308466848.1746758,558700008.2712078 
 02/08  09:00:00,0.0,279724187.6390583,18466671.234855436,149227177.34515285,39893450.90692194,5987799.176932977,305475155.09557676,305475155.0955777,556649580.973484 
 02/08  10:00:00,0.0,278708341.1564761,15807040.873338813,139867388.97765952,39754009.463330895,5987799.176932977,292995378.9365776,292995378.93657863,540922523.0429788 
 02/08  11:00:00,0.0,257143457.02961153,15807040.873338813,128503692.2426721,37782816.01268518,5987799.176932977,273589134.7868016,273589134.78680253,478261813.9299878 
 02/08  12:00:00,0.0,230476094.59926522,15807040.873338813,130177723.87517832,35347548.46666835,5987799.176932977,264862830.97140974,264862830.97141057,408931600.5970428 
 02/08  13:00:00,0.0,192807814.64306724,15590730.651414875,128385990.86668785,30863048.222560942,5987799.176932977,246873299.23130938,246873299.23131043,337238927.6581287 
 02/08  14:00:00,0.0,221352208.75906065,15807040.873338813,123481597.34515285,34639000.27645151,5987799.176932977,255303092.9049971,255303092.90499815,362877890.372717 
 02/08  15:00:00,0.0,223284099.76186267,15807040.873338813,121807565.71264665,33700807.995179415,5987799.176932977,252633489.45848215,252633489.45848304,334721571.678825 
 02/08  16:00:00,0.0,230652005.65653878,19796486.53312959,126829660.61016576,35408217.70316979,5987799.176932977,265942960.93578756,265942960.93578866,372087939.42961586 
 02/08  17:00:00,0.0,263027042.57682756,29105192.44588942,161629800.20024115,38458787.8121116,5987799.176932977,323259921.27439594,323259921.274397,427832457.15080565 
 02/08  18:00:00,0.0,272987199.0014398,35592787.787870474,204884491.0712216,39259560.548654616,5987799.176932977,397430288.0490995,397430288.04909563,469957210.7115921 
 02/08  19:00:00,0.0,245101077.22882104,44901493.93566237,204645835.6122203,36641461.72204755,5987799.176932977,402283229.6929314,402283229.6929276,509112392.51195097 
 02/08  20:00:00,0.0,221492616.96899253,51550569.72193773,185571734.18467608,34509190.6740171,5987799.176932977,380548802.42822623,380548802.4282251,448274105.89820087 
 02/08  21:00:00,0.0,194687110.0183925,51550569.72193773,178875607.65465096,32038969.112440877,5987799.176932977,363091444.71856755,363091444.71856844,414937893.1241325 
 02/08  22:00:00,0.0,216610553.23223242,38252418.149386905,164823601.124626,34155428.02253474,5987799.176932977,344713911.138591,344713911.138592,395059187.8929566 
 02/08  23:00:00,0.0,263219757.72103024,24954266.576836366,134031278.26953766,38333633.58364852,5987799.176932977,317860101.4157548,317860101.4157558,416814789.9846908 
 02/08  24:00:00,0.0,254021949.48234984,15645560.66407668,104912987.04695597,37394084.81770083,5987799.176932977,275305634.8771236,275305634.87712455,353447942.0218528 
 02/09  01:00:00,0.0,304015982.57469916,11656115.239317864,79472635.82437395,42158584.01174223,5987799.176932977,265450143.22588882,265450143.2258897,333420566.57469916 
 02/09  02:00:00,0.0,329830948.38516295,11656115.239317864,72776509.29434878,44295730.692817114,5987799.176932977,267453655.17859215,267453655.17859307,359235532.3851629 
