Date/Time,Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 02/12  08:00:00,202209802.09413123,77954089.87255771,0.0,46039896.101592936,1250243480.667057,152609630.79620156,17214356.553167153 
 02/12  09:00:00,202447339.6634668,77272665.95170063,0.0,42751483.636178,1250243480.667057,152609630.79620156,17214356.553167153 
 02/12  10:00:00,216451375.52106243,70549302.7945935,0.0,42559924.65578557,1250243480.667057,157364248.37081137,80659495.46648881 
 02/12  11:00:00,327691105.02773225,55097449.374894425,0.0,42559924.65578557,1250243480.667057,193456305.67100352,93444229.93999007 
 02/12  12:00:00,431357556.2558416,41143563.408937685,0.0,42559924.65578557,1250243480.667057,207785011.05269584,93578279.96628207 
 02/12  13:00:00,444891325.59609485,28895202.072899915,0.0,42559924.65578557,1250243480.667057,202489496.27285582,93603247.70075558 
 02/12  14:00:00,490790796.73638403,25395466.164504148,0.0,42559924.65578557,1250243480.667057,213394430.66998392,93696312.69115017 
 02/12  15:00:00,486101241.2350039,26722024.20263655,0.0,42559924.65578557,1250243480.667057,204323749.85459867,93745093.92146212 
 02/12  16:00:00,513086608.29460454,21322631.40533907,0.0,42559924.65578557,1250243480.667057,213827278.44739547,93780855.99259439 
 02/12  17:00:00,483050767.494315,21239855.224535592,0.0,42722629.15726255,1250243480.667057,202480245.74159288,93639495.72657177 
 02/12  18:00:00,478474714.3185815,27927338.006967045,0.0,44825047.73711656,1250243480.667057,208482619.21684355,93618868.500422 
 02/12  19:00:00,388523037.0226661,31862992.157326836,0.0,38694479.62202592,1171971194.277698,181541623.47087842,80780171.44638033 
 02/12  20:00:00,279206473.23279244,38470048.52475096,0.0,36545657.73145594,1171971194.277698,155462401.34096745,55284116.72196339 
 02/12  21:00:00,249228924.57821313,49924768.35582183,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/12  22:00:00,245979794.20759526,51277431.58600006,0.0,36545657.73145594,1171971194.277698,152609630.79620153,17214356.553167153 
 02/12  23:00:00,249923453.53965217,47813595.812228814,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/12  24:00:00,244120632.59293616,53708123.95613094,0.0,36545657.73145594,1171971194.277698,152609630.79620156,17214356.553167153 
 02/13  01:00:00,236297175.84558678,60992723.4578737,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/13  02:00:00,230030287.49434257,64419792.89669445,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/13  03:00:00,224263466.4276921,65734480.111031294,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/13  04:00:00,224148328.73241523,66806623.38384297,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/13  05:00:00,223619126.1574532,69259834.53773913,0.0,36545657.73145594,1262579853.8292506,169036806.45561665,29700211.002767924 
 02/13  06:00:00,255541949.1143222,71608523.69347101,0.0,38137022.65685523,1262579853.8292506,180208971.50763983,67794026.48744635 
 02/13  07:00:00,365515803.2429201,73047575.61114918,5200965.491655224,88762776.67582561,1366942902.3483958,265538359.8612932,93724654.95337838 
 02/13  08:00:00,339737369.461183,72168162.6089947,4206722.5673277425,277540200.4315997,1366942902.3483958,255640461.01099563,93557664.00728479 
 02/13  09:00:00,425685662.3497027,62016911.45602128,0.0,771945453.3277448,1950440010.7550895,304901323.7942035,93928075.11978133 
 02/13  10:00:00,435777269.61451364,60929749.84609847,0.0,766152078.3248196,1950440010.7550895,326783351.3956505,93954587.5692688 
 02/13  11:00:00,474936394.70304245,51558667.538557135,0.0,766134049.2768176,1950440010.7550895,336325520.8916675,94061729.3983547 
 02/13  12:00:00,541949699.3504887,46098225.199662246,0.0,766134049.2768176,1950440010.7550895,362651876.2263601,94403977.14838344 
 02/13  13:00:00,542421316.1552565,46322831.44967157,0.0,766134049.2768176,1833740589.0737503,338938970.5759957,94332932.56097606 
 02/13  14:00:00,607373759.4519095,41143586.88542952,0.0,766134049.2768176,1950440010.7550895,400502521.88574445,95018575.58184338 
 02/13  15:00:00,647370578.8976538,35818754.27992336,0.0,766134049.2768176,1950440010.7550895,407480416.26854944,95427045.08929256 
 02/13  16:00:00,672713048.5313256,29733496.27321523,0.0,766134049.2768176,1950440010.7550895,445185101.37989277,95419449.90712471 
 02/13  17:00:00,641268770.2991858,32464537.51172331,0.0,770011436.3224399,1950440010.7550895,427408483.12123084,94977986.84617715 
 02/13  18:00:00,523008010.0787797,44763616.67462632,0.0,448483850.87528,1483642324.0297346,297400563.2970088,94012507.7009415 
 02/13  19:00:00,460655617.2145457,54013799.97320399,0.0,296653033.108991,1366942902.3483958,263463471.6543333,93730850.73482732 
 02/13  20:00:00,428658385.0543829,58626037.251911774,0.0,296653033.108991,1366942902.3483958,256543591.9238627,93626535.50830369 
 02/13  21:00:00,379988132.5228806,62920542.14635456,0.0,197765105.62937143,1366942902.3483958,254132545.6482006,93545688.89329478 
 02/13  22:00:00,345672391.1960472,65720414.49674996,0.0,197765105.62937143,1366942902.3483958,253609821.29392028,93499933.19235605 
 02/13  23:00:00,218830038.83152664,67002544.04941945,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/13  24:00:00,211616804.4590789,71431216.00721589,0.0,49438589.07487582,1366942902.3483958,152609630.79620153,17214356.553167153 
 02/14  01:00:00,206263820.64255792,74503005.67989421,0.0,38694479.62202592,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/14  02:00:00,205556326.52266347,74237814.53247333,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/14  03:00:00,205087565.64761412,75675037.95742494,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/14  04:00:00,204597656.2892416,75159152.93200514,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/14  05:00:00,204002140.75363934,75246256.45083462,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/14  06:00:00,220171722.84014314,76755690.98067687,0.0,38137022.65685523,1262579853.8292506,178232467.6931823,61434604.98178397 
 02/14  07:00:00,261909254.52216575,75548523.49442157,43176957.98738362,88762776.67582561,1366942902.3483958,266169032.88427538,93615301.00410742 
 02/14  08:00:00,239318372.823654,74766504.58432257,25225603.317711644,275544223.4977471,1366942902.3483958,253466116.1184702,93439053.79852787 
 02/14  09:00:00,329240612.69054294,68509886.57776728,8317144.189146245,768830225.635287,1950440010.7550895,294837206.8704759,93538784.16485855 
 02/14  10:00:00,408187072.57943714,67401637.18632607,0.0,766134049.2768176,1950440010.7550895,324466833.5630101,93781503.31246644 
 02/14  11:00:00,456112192.84254533,59802232.67521877,0.0,766134049.2768176,1950440010.7550895,342526698.3120586,94069821.30496025 
 02/14  12:00:00,545124694.7809694,47428977.74238244,0.0,766134049.2768176,1950440010.7550895,371486365.80761826,94579023.38823047 
 02/14  13:00:00,570022852.7746326,42326365.4414278,0.0,766134049.2768176,1833740589.0737503,339969185.1209443,94581229.31829745 
 02/14  14:00:00,640964395.8376409,32611208.152319547,0.0,766134049.2768176,1950440010.7550895,366668112.43927014,95433531.56450807 
 02/14  15:00:00,689615313.2943678,25289054.510771416,0.0,766134049.2768176,1950440010.7550895,374874086.11028224,95756739.55497713 
 02/14  16:00:00,709219603.0516415,25823192.556988314,0.0,766134049.2768176,1950440010.7550895,423482255.313082,95910197.14274831 
 02/14  17:00:00,698340623.8679819,27982513.45305287,0.0,768915519.816871,1950440010.7550895,443426491.998202,95782935.59463641 
 02/14  18:00:00,577998928.0955558,35918837.74545321,0.0,446989967.89202243,1483642324.0297346,303902234.5971354,94375360.15149191 
 02/14  19:00:00,501127976.2650683,41090776.89930297,0.0,296653033.108991,1366942902.3483958,264963555.98089695,93877002.9868978 
 02/14  20:00:00,465213345.27133924,47449576.64595745,0.0,296653033.108991,1366942902.3483958,257590181.05482882,93723928.48498495 
 02/14  21:00:00,429785879.4061321,56125912.57358856,0.0,197765105.62937143,1366942902.3483958,254043184.09085524,93613443.1627893 
 02/14  22:00:00,407406151.4665373,56817296.628959924,0.0,197765105.62937143,1366942902.3483958,253355082.9738938,93580417.27380455 
 02/14  23:00:00,236283238.82784975,57366713.52538137,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/14  24:00:00,224654521.3984645,65362190.4705669,0.0,49438589.07487582,1366942902.3483958,152609630.79620153,17214356.553167153 
 02/15  01:00:00,221333093.9873048,66740699.67934507,0.0,38694479.62202592,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/15  02:00:00,225968455.506331,62814107.524374455,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/15  03:00:00,218868316.77211162,69148167.13266768,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/15  04:00:00,205823925.6451738,78191419.51406679,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/15  05:00:00,203716508.997217,79439615.43907832,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/15  06:00:00,223292868.47869956,77501274.9279701,0.0,38137022.65685523,1262579853.8292506,178232467.69318226,61435329.840134464 
 02/15  07:00:00,297284549.0000798,73941103.39856946,13530858.83340915,88762776.67582561,1366942902.3483958,263631748.20629555,93584944.21348584 
 02/15  08:00:00,276011469.8456472,72197986.72814032,7565789.080182552,274346921.49627733,1366942902.3483958,253263667.62062046,93430210.11521596 
 02/15  09:00:00,362636134.9451383,66985491.48531523,0.0,767284084.4053371,1950440010.7550895,294112100.9565737,93580935.53398886 
 02/15  10:00:00,421766290.29227895,63060302.43213804,0.0,766134049.2768176,1950440010.7550895,320857290.65672684,93785864.5583604 
 02/15  11:00:00,492476782.05035216,49426340.72791672,0.0,766134049.2768176,1950440010.7550895,339391851.5035939,94127038.16243544 
 02/15  12:00:00,564644493.2775679,40537563.94578183,0.0,766134049.2768176,1950440010.7550895,367219325.72731066,94467335.72384158 
 02/15  13:00:00,564127809.5485706,41084620.600766994,0.0,766134049.2768176,1833740589.0737503,338389991.48252976,94369039.04368967 
 02/15  14:00:00,620157331.4018096,36660970.439720005,0.0,766134049.2768176,1950440010.7550895,401568040.4106848,95006042.39646009 
 02/15  15:00:00,655458095.6906997,33442472.921798322,0.0,766134049.2768176,1950440010.7550895,415097566.62526673,95319809.41566123 
 02/15  16:00:00,676220558.3835733,29122940.496785976,0.0,766134049.2768176,1950440010.7550895,431674555.7363338,95430207.7699947 
 02/15  17:00:00,660397268.0794499,31609781.61632269,0.0,768081347.7994555,1950440010.7550895,415669479.7093432,95291260.84338093 
 02/15  18:00:00,543931436.259411,42097068.39647284,0.0,443895649.13947785,1483642324.0297346,293473821.3828151,94226620.0238728 
 02/15  19:00:00,473311357.0630693,49009650.23357238,0.0,296653033.108991,1366942902.3483958,261525920.83201957,93822085.73103644 
 02/15  20:00:00,448066239.76949954,55133344.54172379,0.0,296653033.108991,1366942902.3483958,255204230.6505119,93692532.95522378 
 02/15  21:00:00,405682445.54593015,59928825.43591547,0.0,197765105.62937143,1366942902.3483958,253415042.8823703,93614640.73722678 
 02/15  22:00:00,371312775.2269529,63554219.46253143,0.0,197765105.62937143,1366942902.3483958,253007418.74717337,93561679.93090576 
 02/15  23:00:00,221260283.08878228,67983085.03956433,0.0,98887927.4796197,1366942902.3483958,152609630.79620153,17214356.553167153 
 02/15  24:00:00,217885279.54490867,70788649.3511075,0.0,49438589.07487582,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/16  01:00:00,217361160.8502254,70825207.19640163,0.0,38694479.62202592,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/16  02:00:00,215258063.38999134,71886185.26439947,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/16  03:00:00,209814346.2788189,76030849.82519616,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/16  04:00:00,205256954.9533741,77239819.82185249,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/16  05:00:00,204136021.3321616,76775854.96748376,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/16  06:00:00,219912336.84810436,78506172.25991581,0.0,38137022.65685523,1262579853.8292506,178232467.69318226,61434560.709741905 
 02/16  07:00:00,258552377.95033592,77291539.92834622,33038054.888624612,88762776.67582561,1366942902.3483958,263283790.49473947,93614454.24433702 
 02/16  08:00:00,226273087.5438035,75303376.20951457,57075688.0743664,274865031.08326495,1366942902.3483958,253035872.29818228,93524289.33958207 
 02/16  09:00:00,336097307.7389992,69674730.9822971,7087015.103782735,768166676.4287744,1950440010.7550895,295429324.6795374,93577707.76328939 
 02/16  10:00:00,417916310.411014,66771024.429281384,0.0,766134049.2768176,1950440010.7550895,327133922.5814182,93854572.8995131 
 02/16  11:00:00,478776418.9190097,56229815.93818507,0.0,766134049.2768176,1950440010.7550895,347107251.8310436,94240118.67700097 
 02/16  12:00:00,566459854.1139412,47323894.54793722,0.0,766134049.2768176,1950440010.7550895,376017860.64183396,94870135.416632 
 02/16  13:00:00,581196842.2086985,40596758.152263515,0.0,766134049.2768176,1833740589.0737503,340424618.80708885,94749132.78920168 
 02/16  14:00:00,654688997.9590918,32327910.697620176,0.0,766134049.2768176,1950440010.7550895,364854557.63091505,95826522.44229677 
 02/16  15:00:00,695371348.7796912,27612073.59095668,0.0,766134049.2768176,1950440010.7550895,373193141.345354,96293727.21723348 
 02/16  16:00:00,725750274.6316243,21267949.100460242,0.0,766134049.2768176,1950440010.7550895,421207257.01101595,96155532.19485416 
 02/16  17:00:00,723937441.2170997,19734638.852689255,0.0,768637349.776275,1950440010.7550895,451533508.84675544,95783186.6877076 
 02/16  18:00:00,591814812.6986212,34995447.18417474,0.0,446086933.9794229,1483642324.0297346,306515918.8613867,94407129.80798654 
 02/16  19:00:00,502262443.07999027,44449597.59723219,0.0,296653033.108991,1366942902.3483958,265709511.9003715,93939812.55908716 
 02/16  20:00:00,469446947.33646655,47064110.74380809,0.0,296653033.108991,1366942902.3483958,258354413.70788097,93792829.57251877 
 02/16  21:00:00,427894509.39053077,57682790.31088076,0.0,197765105.62937143,1366942902.3483958,254101281.0003899,93632832.51369663 
 02/16  22:00:00,382923872.5766405,63516052.91633531,0.0,197765105.62937143,1366942902.3483958,253177456.22782144,93577241.77591619 
 02/16  23:00:00,232674763.7008638,59274577.703812495,0.0,98887927.4796197,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/16  24:00:00,227725791.5556648,63926080.2052625,0.0,49438589.07487582,1366942902.3483958,152609630.79620156,17214356.553167153 
 02/17  01:00:00,223629798.15894297,68605070.88201635,0.0,38694479.62202592,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/17  02:00:00,225309553.88700032,67072949.108577535,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/17  03:00:00,219863096.69418827,70238625.11195324,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/17  04:00:00,212528314.8153994,74575889.83787918,0.0,36545657.73145594,1262579853.8292506,152609630.79620153,17012017.457849614 
 02/17  05:00:00,210439971.16348925,75282976.59376569,0.0,36545657.73145594,1262579853.8292506,152609630.79620156,17012017.457849614 
 02/17  06:00:00,225711588.378813,77200303.4023203,0.0,38137022.65685523,1262579853.8292506,178244697.62884474,61436781.17138867 
 02/17  07:00:00,305185584.61479,78051908.78843227,8244822.293671427,88762776.67582561,1366942902.3483958,267955856.69651657,93635159.94373369 
 02/17  08:00:00,253466316.0390193,76970246.13167751,9479766.465374703,275644045.7817467,1366942902.3483958,253183698.8982043,93420239.60823144 
